TestID,WorkOrderNumber,ProductCode,TestDate,TestTime,TestType,TestParameter,SpecificationMin,SpecificationMax,ActualValue,Result,InspectorID,BatchLotNumber,SampleSize
QC20250820356,WO20250820116,PRINTER_BR039,2025-08-20,14:59:18,Incoming,Print Quality,85.0,100.0,83.4,Fail,QC005,LOT20250820052,20
QC20250820357,WO20250820307,PRINTER_EP898,2025-08-20,16:24:49,Final,Weight Check,1.0,1.0,1.0,Pass,QC004,LOT20250820002,10
QC20250820358,WO20250820208,PRINTER_HP026,2025-08-20,08:58:57,Outgoing,Dimension Check,1.0,1.0,0.0,Fail,QC004,LOT20250820063,10
QC20250820359,WO20250820335,PRINTER_BR321,2025-08-20,17:58:19,In-Process,Chip Function,1.0,1.0,0.0,Fail,QC001,LOT20250820015,5
QC20250820360,WO20250820227,PRINTER_HP588,2025-08-20,14:53:03,Incoming,Page Yield,450.0,500.0,406.0,Fail,QC001,LOT20250820035,15
QC20250820361,WO20250820151,PRINTER_HP968,2025-08-20,13:21:54,Outgoing,Dimension Check,1.0,1.0,1.0,Pass,QC002,LOT20250820086,25
QC20250820362,WO20250820156,PRINTER_LX748,2025-08-20,14:44:59,Final,Temperature Resistance,1.0,1.0,0.0,Fail,QC001,LOT20250820062,5
QC20250820363,WO20250820420,PRINTER_CN745,2025-08-20,11:23:15,Incoming,Print Quality,85.0,100.0,84.3,Fail,QC005,LOT20250820075,10
QC20250820364,WO20250820197,PRINTER_BR357,2025-08-20,11:46:24,Incoming,Durability,1.0,1.0,1.0,Pass,QC004,LOT20250820031,5
QC20250820365,WO20250820233,PRINTER_CN985,2025-08-20,17:55:19,Outgoing,Color Density,75.0,95.0,78.2,Pass,QC006,LOT20250820020,10
QC20250820366,WO20250820406,PRINTER_LX843,2025-08-20,13:54:33,Outgoing,Temperature Resistance,1.0,1.0,0.0,Fail,QC002,LOT20250820062,20
QC20250820367,WO20250820284,PRINTER_BR680,2025-08-20,09:16:44,Incoming,Chip Function,1.0,1.0,1.0,Pass,QC001,LOT20250820098,20
QC20250820368,WO20250820470,PRINTER_LX400,2025-08-20,15:59:02,Outgoing,Print Quality,85.0,100.0,86.0,Pass,QC001,LOT20250820062,10
QC20250820369,WO20250820423,PRINTER_EP474,2025-08-20,17:08:07,Incoming,Leak Test,1.0,1.0,0.0,Fail,QC004,LOT20250820090,25
QC20250820370,WO20250820286,PRINTER_LX193,2025-08-20,13:48:16,Outgoing,Page Yield,450.0,500.0,502.0,Fail,QC005,LOT20250820069,25
QC20250820371,WO20250820230,PRINTER_HP105,2025-08-20,12:42:40,Final,Temperature Resistance,1.0,1.0,1.0,Conditional Pass,QC002,LOT20250820077,10
QC20250820372,WO20250820129,PRINTER_CN487,2025-08-20,09:46:34,Outgoing,Leak Test,1.0,1.0,0.0,Fail,QC002,LOT20250820078,5
QC20250820373,WO20250820169,PRINTER_HP637,2025-08-20,10:24:03,Incoming,Print Quality,85.0,100.0,95.0,Pass,QC001,LOT20250820086,5
QC20250820374,WO20250820043,PRINTER_EP435,2025-08-20,09:26:04,Outgoing,Chip Function,1.0,1.0,1.0,Pass,QC006,LOT20250820080,25
QC20250820375,WO20250820042,PRINTER_CN971,2025-08-20,09:54:14,Incoming,Print Quality,85.0,100.0,95.2,Pass,QC002,LOT20250820084,10
QC20250820376,WO20250820272,PRINTER_EP682,2025-08-20,14:53:36,Incoming,Weight Check,1.0,1.0,1.0,Pass,QC002,LOT20250820087,10
QC20250820377,WO20250820038,PRINTER_HP271,2025-08-20,12:33:07,Outgoing,Dimension Check,1.0,1.0,0.0,Fail,QC004,LOT20250820047,15
QC20250820378,WO20250820372,PRINTER_BR072,2025-08-20,17:08:08,Incoming,Weight Check,1.0,1.0,0.0,Fail,QC001,LOT20250820053,10
QC20250820379,WO20250820385,PRINTER_HP539,2025-08-20,14:52:18,Incoming,Dimension Check,1.0,1.0,1.0,Pass,QC006,LOT20250820081,10
QC20250820380,WO20250820425,PRINTER_HP160,2025-08-20,11:26:16,Incoming,Leak Test,1.0,1.0,0.0,Fail,QC002,LOT20250820041,25
QC20250820381,WO20250820303,PRINTER_HP424,2025-08-20,15:27:17,Incoming,Chip Function,1.0,1.0,0.0,Fail,QC005,LOT20250820086,5
QC20250820382,WO20250820366,PRINTER_LX752,2025-08-20,11:42:11,Final,Color Density,75.0,95.0,93.7,Pass,QC006,LOT20250820052,20
QC20250820383,WO20250820467,PRINTER_HP180,2025-08-20,14:56:38,In-Process,Dimension Check,1.0,1.0,1.0,Pass,QC005,LOT20250820073,15
QC20250820384,WO20250820433,PRINTER_CN959,2025-08-20,10:20:11,Outgoing,Page Yield,450.0,500.0,466.0,Pass,QC005,LOT20250820036,10
QC20250820385,WO20250820411,PRINTER_BR786,2025-08-20,16:27:32,Incoming,Ink Volume,8.5,9.5,7.69,Fail,QC002,LOT20250820029,5
QC20250820386,WO20250820219,PRINTER_EP025,2025-08-20,17:45:33,Incoming,Temperature Resistance,1.0,1.0,1.0,Pass,QC003,LOT20250820041,15
QC20250820387,WO20250820305,PRINTER_HP790,2025-08-20,14:44:56,In-Process,Dimension Check,1.0,1.0,1.0,Pass,QC001,LOT20250820022,15
QC20250820388,WO20250820296,PRINTER_HP705,2025-08-20,10:01:45,Final,Leak Test,1.0,1.0,0.0,Fail,QC001,LOT20250820053,10
QC20250820389,WO20250820454,PRINTER_BR405,2025-08-20,08:13:09,In-Process,Temperature Resistance,1.0,1.0,1.0,Pass,QC001,LOT20250820023,25
QC20250820390,WO20250820164,PRINTER_EP674,2025-08-20,17:37:36,Outgoing,Dimension Check,1.0,1.0,0.0,Fail,QC005,LOT20250820026,25
QC20250820391,WO20250820426,PRINTER_EP501,2025-08-20,17:20:48,Final,Ink Volume,8.5,9.5,8.91,Pass,QC002,LOT20250820033,20
QC20250820392,WO20250820138,PRINTER_HP076,2025-08-20,09:30:43,In-Process,Leak Test,1.0,1.0,1.0,Conditional Pass,QC006,LOT20250820068,20
QC20250820393,WO20250820076,PRINTER_EP403,2025-08-20,15:55:27,Incoming,Ink Volume,8.5,9.5,7.9,Fail,QC003,LOT20250820094,10
QC20250820394,WO20250820106,PRINTER_CN032,2025-08-20,08:34:02,Final,Leak Test,1.0,1.0,0.0,Conditional Pass,QC005,LOT20250820090,10
QC20250820395,WO20250820296,PRINTER_CN644,2025-08-20,12:40:35,In-Process,Weight Check,1.0,1.0,1.0,Pass,QC002,LOT20250820015,5
QC20250820396,WO20250820455,PRINTER_BR700,2025-08-20,16:33:12,Incoming,Color Density,75.0,95.0,89.1,Pass,QC004,LOT20250820046,15
QC20250820397,WO20250820279,PRINTER_EP153,2025-08-20,10:00:30,In-Process,Print Quality,85.0,100.0,76.9,Fail,QC001,LOT20250820071,15
QC20250820398,WO20250820071,PRINTER_LX482,2025-08-20,12:53:43,Incoming,Leak Test,1.0,1.0,0.0,Fail,QC006,LOT20250820056,10
QC20250820399,WO20250820323,PRINTER_BR335,2025-08-20,09:10:39,Final,Temperature Resistance,1.0,1.0,1.0,Pass,QC006,LOT20250820003,5
QC20250820400,WO20250820490,PRINTER_EP907,2025-08-20,09:02:32,Incoming,Durability,1.0,1.0,1.0,Pass,QC003,LOT20250820091,10
QC20250820401,WO20250820066,PRINTER_BR899,2025-08-20,10:13:44,Incoming,Print Quality,85.0,100.0,81.3,Conditional Pass,QC004,LOT20250820018,10
QC20250820402,WO20250820124,PRINTER_EP040,2025-08-20,10:47:41,In-Process,Print Quality,85.0,100.0,96.2,Pass,QC003,LOT20250820088,10
QC20250820403,WO20250820450,PRINTER_EP203,2025-08-20,15:21:51,In-Process,Durability,1.0,1.0,0.0,Fail,QC005,LOT20250820019,25
QC20250820404,WO20250820016,PRINTER_LX115,2025-08-20,14:45:25,In-Process,Ink Volume,8.5,9.5,8.56,Pass,QC004,LOT20250820079,20
QC20250820405,WO20250820429,PRINTER_LX483,2025-08-20,12:00:15,In-Process,Print Quality,85.0,100.0,82.6,Fail,QC003,LOT20250820009,5
QC20250820406,WO20250820200,PRINTER_HP447,2025-08-20,14:16:37,Outgoing,Print Quality,85.0,100.0,75.9,Fail,QC003,LOT20250820095,15
QC20250820407,WO20250820283,PRINTER_HP103,2025-08-20,13:46:41,Incoming,Dimension Check,1.0,1.0,1.0,Pass,QC005,LOT20250820053,10
QC20250820408,WO20250820265,PRINTER_HP601,2025-08-20,10:18:06,Incoming,Temperature Resistance,1.0,1.0,0.0,Fail,QC001,LOT20250820084,25
QC20250820409,WO20250820494,PRINTER_BR631,2025-08-20,17:45:26,Incoming,Chip Function,1.0,1.0,0.0,Fail,QC002,LOT20250820091,15
QC20250820410,WO20250820191,PRINTER_CN715,2025-08-20,11:44:10,In-Process,Weight Check,1.0,1.0,0.0,Fail,QC005,LOT20250820025,20
QC20250820411,WO20250820332,PRINTER_BR652,2025-08-20,12:15:22,Final,Print Quality,85.0,100.0,103.6,Fail,QC003,LOT20250820064,20
QC20250820412,WO20250820090,PRINTER_EP765,2025-08-20,11:38:23,Incoming,Ink Volume,8.5,9.5,7.72,Fail,QC002,LOT20250820042,15
QC20250820413,WO20250820260,PRINTER_BR855,2025-08-20,10:29:28,In-Process,Leak Test,1.0,1.0,0.0,Fail,QC004,LOT20250820036,25
QC20250820414,WO20250820301,PRINTER_HP993,2025-08-20,11:01:16,Final,Weight Check,1.0,1.0,0.0,Fail,QC005,LOT20250820061,5
QC20250820415,WO20250820429,PRINTER_LX443,2025-08-20,09:51:56,Final,Color Density,75.0,95.0,75.3,Pass,QC002,LOT20250820048,15
QC20250820416,WO20250820492,PRINTER_EP677,2025-08-20,13:38:56,In-Process,Print Quality,85.0,100.0,84.8,Fail,QC005,LOT20250820053,20
QC20250820417,WO20250820165,PRINTER_BR508,2025-08-20,17:38:54,Incoming,Ink Volume,8.5,9.5,9.2,Pass,QC005,LOT20250820071,10
QC20250820418,WO20250820010,PRINTER_EP777,2025-08-20,13:29:26,In-Process,Dimension Check,1.0,1.0,1.0,Pass,QC006,LOT20250820014,5
QC20250820419,WO20250820200,PRINTER_HP563,2025-08-20,17:57:54,Final,Weight Check,1.0,1.0,1.0,Pass,QC001,LOT20250820097,5
QC20250820420,WO20250820450,PRINTER_EP676,2025-08-20,10:11:07,In-Process,Chip Function,1.0,1.0,1.0,Pass,QC005,LOT20250820100,20
QC20250820421,WO20250820032,PRINTER_HP938,2025-08-20,16:12:17,Outgoing,Leak Test,1.0,1.0,0.0,Fail,QC005,LOT20250820082,25
QC20250820422,WO20250820455,PRINTER_LX601,2025-08-20,17:46:14,Incoming,Dimension Check,1.0,1.0,1.0,Pass,QC001,LOT20250820095,5
QC20250820423,WO20250820383,PRINTER_CN749,2025-08-20,17:38:48,Outgoing,Durability,1.0,1.0,0.0,Fail,QC006,LOT20250820043,20
QC20250820424,WO20250820479,PRINTER_HP935,2025-08-20,11:13:33,Outgoing,Weight Check,1.0,1.0,1.0,Pass,QC002,LOT20250820066,15
QC20250820425,WO20250820376,PRINTER_LX882,2025-08-20,17:32:25,Incoming,Weight Check,1.0,1.0,1.0,Pass,QC005,LOT20250820060,20
QC20250820426,WO20250820357,PRINTER_CN053,2025-08-20,17:00:41,Incoming,Dimension Check,1.0,1.0,0.0,Fail,QC003,LOT20250820079,25
QC20250820427,WO20250820314,PRINTER_EP801,2025-08-20,12:20:29,Final,Page Yield,450.0,500.0,470.0,Pass,QC001,LOT20250820058,20
QC20250820428,WO20250820298,PRINTER_CN762,2025-08-20,14:08:24,Final,Page Yield,450.0,500.0,459.0,Pass,QC004,LOT20250820046,25
QC20250820429,WO20250820056,PRINTER_BR032,2025-08-20,12:15:21,In-Process,Durability,1.0,1.0,1.0,Pass,QC006,LOT20250820091,25
QC20250820430,WO20250820380,PRINTER_HP474,2025-08-20,17:45:50,Outgoing,Temperature Resistance,1.0,1.0,1.0,Pass,QC002,LOT20250820087,20
QC20250820431,WO20250820169,PRINTER_BR682,2025-08-20,16:04:24,Outgoing,Weight Check,1.0,1.0,1.0,Pass,QC002,LOT20250820040,5
QC20250820432,WO20250820251,PRINTER_CN059,2025-08-20,15:41:42,Incoming,Dimension Check,1.0,1.0,1.0,Pass,QC001,LOT20250820088,10
QC20250820433,WO20250820162,PRINTER_HP658,2025-08-20,08:31:32,In-Process,Leak Test,1.0,1.0,0.0,Fail,QC002,LOT20250820092,25
QC20250820434,WO20250820165,PRINTER_EP014,2025-08-20,11:57:12,Outgoing,Durability,1.0,1.0,1.0,Pass,QC005,LOT20250820043,5
QC20250820435,WO20250820373,PRINTER_CN230,2025-08-20,09:48:08,Outgoing,Temperature Resistance,1.0,1.0,0.0,Fail,QC002,LOT20250820041,15
QC20250820436,WO20250820415,PRINTER_HP292,2025-08-20,17:28:09,Final,Durability,1.0,1.0,0.0,Fail,QC002,LOT20250820032,15
QC20250820437,WO20250820247,PRINTER_BR077,2025-08-20,12:27:50,Final,Print Quality,85.0,100.0,92.6,Pass,QC003,LOT20250820048,15
QC20250820438,WO20250820356,PRINTER_BR043,2025-08-20,10:02:02,Outgoing,Ink Volume,8.5,9.5,8.68,Pass,QC004,LOT20250820040,15
QC20250820439,WO20250820480,PRINTER_EP578,2025-08-20,12:51:30,Outgoing,Ink Volume,8.5,9.5,9.41,Pass,QC005,LOT20250820032,25
QC20250820440,WO20250820048,PRINTER_CN490,2025-08-20,08:53:26,Final,Print Quality,85.0,100.0,88.1,Pass,QC002,LOT20250820022,10
QC20250820441,WO20250820465,PRINTER_LX665,2025-08-20,11:41:45,Incoming,Temperature Resistance,1.0,1.0,1.0,Pass,QC004,LOT20250820072,15
QC20250820442,WO20250820128,PRINTER_HP960,2025-08-20,12:23:23,Final,Temperature Resistance,1.0,1.0,1.0,Pass,QC004,LOT20250820028,15
QC20250820443,WO20250820220,PRINTER_HP512,2025-08-20,15:31:49,Final,Chip Function,1.0,1.0,0.0,Fail,QC004,LOT20250820053,10
QC20250820444,WO20250820296,PRINTER_LX064,2025-08-20,12:43:52,Outgoing,Print Quality,85.0,100.0,75.9,Fail,QC006,LOT20250820032,20
QC20250820445,WO20250820290,PRINTER_BR739,2025-08-20,10:27:56,Incoming,Color Density,75.0,95.0,98.4,Fail,QC001,LOT20250820073,20
QC20250820446,WO20250820192,PRINTER_EP693,2025-08-20,08:25:06,Outgoing,Durability,1.0,1.0,0.0,Fail,QC004,LOT20250820004,5
QC20250820447,WO20250820490,PRINTER_EP695,2025-08-20,09:11:02,Incoming,Chip Function,1.0,1.0,0.0,Fail,QC005,LOT20250820005,20
QC20250820448,WO20250820224,PRINTER_LX488,2025-08-20,10:58:07,Outgoing,Color Density,75.0,95.0,91.8,Pass,QC002,LOT20250820088,10
QC20250820449,WO20250820387,PRINTER_CN603,2025-08-20,09:47:38,In-Process,Durability,1.0,1.0,1.0,Pass,QC005,LOT20250820019,5
QC20250820450,WO20250820002,PRINTER_EP230,2025-08-20,08:30:05,In-Process,Color Density,75.0,95.0,97.6,Conditional Pass,QC001,LOT20250820072,10
QC20250820451,WO20250820453,PRINTER_CN524,2025-08-20,11:41:29,Outgoing,Page Yield,450.0,500.0,446.0,Fail,QC001,LOT20250820041,15
QC20250820452,WO20250820318,PRINTER_LX332,2025-08-20,15:47:34,Outgoing,Color Density,75.0,95.0,96.7,Fail,QC001,LOT20250820052,10
QC20250820453,WO20250820078,PRINTER_CN710,2025-08-20,16:53:44,Incoming,Ink Volume,8.5,9.5,9.95,Fail,QC005,LOT20250820071,5
QC20250820454,WO20250820462,PRINTER_EP265,2025-08-20,14:45:26,Final,Weight Check,1.0,1.0,1.0,Pass,QC003,LOT20250820063,20
QC20250820455,WO20250820007,PRINTER_LX427,2025-08-20,08:41:27,Final,Dimension Check,1.0,1.0,0.0,Fail,QC003,LOT20250820044,10
QC20250820456,WO20250820186,PRINTER_BR223,2025-08-20,15:35:29,Final,Dimension Check,1.0,1.0,1.0,Pass,QC005,LOT20250820034,5
QC20250820457,WO20250820227,PRINTER_HP830,2025-08-20,17:17:26,Final,Dimension Check,1.0,1.0,1.0,Pass,QC001,LOT20250820056,5
QC20250820458,WO20250820073,PRINTER_LX527,2025-08-20,16:38:29,In-Process,Weight Check,1.0,1.0,1.0,Pass,QC005,LOT20250820008,25
QC20250820459,WO20250820070,PRINTER_LX816,2025-08-20,10:57:25,Incoming,Leak Test,1.0,1.0,1.0,Pass,QC001,LOT20250820001,15
QC20250820460,WO20250820101,PRINTER_BR077,2025-08-20,16:27:02,Final,Leak Test,1.0,1.0,1.0,Pass,QC001,LOT20250820026,5
QC20250820461,WO20250820354,PRINTER_BR388,2025-08-20,12:30:55,Final,Ink Volume,8.5,9.5,7.86,Fail,QC002,LOT20250820016,10
QC20250820462,WO20250820390,PRINTER_EP137,2025-08-20,16:43:23,In-Process,Temperature Resistance,1.0,1.0,1.0,Pass,QC004,LOT20250820003,5
QC20250820463,WO20250820296,PRINTER_LX088,2025-08-20,17:35:43,Final,Weight Check,1.0,1.0,0.0,Fail,QC001,LOT20250820090,5
QC20250820464,WO20250820242,PRINTER_HP709,2025-08-20,16:49:46,Outgoing,Dimension Check,1.0,1.0,0.0,Fail,QC001,LOT20250820062,20
QC20250820465,WO20250820333,PRINTER_HP742,2025-08-20,08:30:52,Final,Print Quality,85.0,100.0,83.5,Fail,QC005,LOT20250820075,15
QC20250820466,WO20250820375,PRINTER_BR612,2025-08-20,14:28:44,In-Process,Page Yield,450.0,500.0,505.0,Fail,QC001,LOT20250820042,5
QC20250820467,WO20250820047,PRINTER_HP949,2025-08-20,17:59:00,Incoming,Dimension Check,1.0,1.0,0.0,Fail,QC004,LOT20250820072,15
QC20250820468,WO20250820015,PRINTER_CN013,2025-08-20,13:03:09,Final,Page Yield,450.0,500.0,544.0,Fail,QC006,LOT20250820098,10
QC20250820469,WO20250820361,PRINTER_LX180,2025-08-20,08:05:00,In-Process,Durability,1.0,1.0,1.0,Pass,QC005,LOT20250820078,20
QC20250820470,WO20250820138,PRINTER_BR691,2025-08-20,13:40:14,Outgoing,Temperature Resistance,1.0,1.0,1.0,Pass,QC003,LOT20250820098,10
QC20250820471,WO20250820178,PRINTER_CN393,2025-08-20,17:48:47,Final,Color Density,75.0,95.0,71.7,Fail,QC003,LOT20250820015,15
QC20250820472,WO20250820399,PRINTER_CN452,2025-08-20,12:02:50,Final,Ink Volume,8.5,9.5,9.75,Fail,QC002,LOT20250820059,25
QC20250820473,WO20250820393,PRINTER_CN890,2025-08-20,15:50:27,Outgoing,Durability,1.0,1.0,1.0,Pass,QC001,LOT20250820096,20
QC20250820474,WO20250820393,PRINTER_HP858,2025-08-20,16:20:21,Outgoing,Ink Volume,8.5,9.5,9.52,Fail,QC005,LOT20250820085,5
QC20250820475,WO20250820410,PRINTER_EP534,2025-08-20,12:39:46,Outgoing,Weight Check,1.0,1.0,0.0,Fail,QC005,LOT20250820079,5
QC20250820476,WO20250820264,PRINTER_HP217,2025-08-20,13:32:25,In-Process,Page Yield,450.0,500.0,411.0,Fail,QC004,LOT20250820033,15
QC20250820477,WO20250820170,PRINTER_HP579,2025-08-20,17:36:35,Outgoing,Chip Function,1.0,1.0,0.0,Fail,QC002,LOT20250820041,10
QC20250820478,WO20250820499,PRINTER_BR755,2025-08-20,17:06:06,Incoming,Ink Volume,8.5,9.5,9.23,Pass,QC006,LOT20250820067,15
QC20250820479,WO20250820410,PRINTER_HP986,2025-08-20,16:16:26,Outgoing,Weight Check,1.0,1.0,1.0,Pass,QC002,LOT20250820010,10
QC20250820480,WO20250820183,PRINTER_LX422,2025-08-20,09:32:42,In-Process,Print Quality,85.0,100.0,99.6,Pass,QC006,LOT20250820026,15
QC20250820481,WO20250820355,PRINTER_LX009,2025-08-20,08:56:09,In-Process,Leak Test,1.0,1.0,1.0,Pass,QC005,LOT20250820064,10
QC20250820482,WO20250820005,PRINTER_EP872,2025-08-20,13:18:34,In-Process,Durability,1.0,1.0,1.0,Pass,QC005,LOT20250820014,25
QC20250820483,WO20250820073,PRINTER_HP875,2025-08-20,12:30:43,Final,Durability,1.0,1.0,1.0,Pass,QC004,LOT20250820001,15
QC20250820484,WO20250820090,PRINTER_LX254,2025-08-20,15:06:30,Final,Dimension Check,1.0,1.0,0.0,Fail,QC004,LOT20250820011,20
QC20250820485,WO20250820094,PRINTER_BR345,2025-08-20,16:03:51,Final,Temperature Resistance,1.0,1.0,0.0,Fail,QC002,LOT20250820055,20
QC20250820486,WO20250820443,PRINTER_BR635,2025-08-20,16:33:41,Outgoing,Durability,1.0,1.0,1.0,Pass,QC003,LOT20250820038,15
QC20250820487,WO20250820169,PRINTER_LX265,2025-08-20,15:48:18,Incoming,Chip Function,1.0,1.0,1.0,Conditional Pass,QC005,LOT20250820018,25
QC20250820488,WO20250820355,PRINTER_CN426,2025-08-20,08:44:21,Outgoing,Color Density,75.0,95.0,90.9,Pass,QC001,LOT20250820090,25
QC20250820489,WO20250820107,PRINTER_EP386,2025-08-20,11:33:38,Incoming,Ink Volume,8.5,9.5,7.88,Fail,QC005,LOT20250820037,15
QC20250820490,WO20250820246,PRINTER_LX249,2025-08-20,14:46:50,Final,Leak Test,1.0,1.0,0.0,Fail,QC001,LOT20250820047,20
QC20250820491,WO20250820284,PRINTER_BR140,2025-08-20,10:44:58,In-Process,Print Quality,85.0,100.0,104.0,Fail,QC001,LOT20250820085,20
QC20250820492,WO20250820172,PRINTER_LX259,2025-08-20,16:01:55,Final,Chip Function,1.0,1.0,0.0,Fail,QC002,LOT20250820091,10
QC20250820493,WO20250820231,PRINTER_EP248,2025-08-20,11:03:13,Outgoing,Color Density,75.0,95.0,94.3,Pass,QC006,LOT20250820097,20
QC20250820494,WO20250820035,PRINTER_LX424,2025-08-20,10:18:19,Outgoing,Temperature Resistance,1.0,1.0,1.0,Pass,QC001,LOT20250820014,10
QC20250820495,WO20250820321,PRINTER_HP215,2025-08-20,16:44:00,Outgoing,Weight Check,1.0,1.0,0.0,Fail,QC004,LOT20250820070,5
QC20250820496,WO20250820464,PRINTER_BR427,2025-08-20,09:20:44,Final,Temperature Resistance,1.0,1.0,1.0,Pass,QC004,LOT20250820030,15
QC20250820497,WO20250820222,PRINTER_EP726,2025-08-20,12:05:33,Incoming,Color Density,75.0,95.0,88.9,Pass,QC005,LOT20250820023,15
QC20250820498,WO20250820072,PRINTER_HP961,2025-08-20,10:58:42,Outgoing,Leak Test,1.0,1.0,0.0,Fail,QC003,LOT20250820079,15
QC20250820499,WO20250820200,PRINTER_LX945,2025-08-20,17:33:48,Final,Color Density,75.0,95.0,86.1,Pass,QC006,LOT20250820069,15
QC20250820500,WO20250820230,PRINTER_HP337,2025-08-20,10:02:15,Incoming,Chip Function,1.0,1.0,0.0,Fail,QC005,LOT20250820072,20
QC20250820501,WO20250820047,PRINTER_CN215,2025-08-20,10:58:01,In-Process,Leak Test,1.0,1.0,1.0,Pass,QC003,LOT20250820017,20
QC20250820502,WO20250820476,PRINTER_BR559,2025-08-20,14:08:27,Final,Color Density,75.0,95.0,84.1,Pass,QC006,LOT20250820049,5
QC20250820503,WO20250820370,PRINTER_CN154,2025-08-20,08:32:58,Outgoing,Dimension Check,1.0,1.0,0.0,Fail,QC004,LOT20250820011,5
QC20250820504,WO20250820209,PRINTER_CN682,2025-08-20,16:14:52,In-Process,Page Yield,450.0,500.0,488.0,Pass,QC006,LOT20250820091,15
QC20250820505,WO20250820246,PRINTER_CN351,2025-08-20,14:11:12,In-Process,Dimension Check,1.0,1.0,1.0,Pass,QC001,LOT20250820008,15
QC20250820506,WO20250820170,PRINTER_CN348,2025-08-20,16:22:45,Outgoing,Chip Function,1.0,1.0,0.0,Fail,QC004,LOT20250820029,10
QC20250820507,WO20250820088,PRINTER_LX353,2025-08-20,15:59:58,Incoming,Page Yield,450.0,500.0,441.0,Fail,QC001,LOT20250820098,10
QC20250820508,WO20250820170,PRINTER_EP346,2025-08-20,12:58:26,In-Process,Durability,1.0,1.0,1.0,Pass,QC004,LOT20250820084,5
QC20250820509,WO20250820151,PRINTER_HP107,2025-08-20,14:30:35,Incoming,Temperature Resistance,1.0,1.0,1.0,Pass,QC003,LOT20250820052,20
QC20250820510,WO20250820120,PRINTER_LX401,2025-08-20,13:24:38,Incoming,Page Yield,450.0,500.0,471.0,Pass,QC003,LOT20250820096,20
QC20250820511,WO20250820256,PRINTER_CN213,2025-08-20,10:45:11,Incoming,Color Density,75.0,95.0,78.5,Pass,QC003,LOT20250820069,20
QC20250820512,WO20250820471,PRINTER_BR030,2025-08-20,08:42:54,Outgoing,Color Density,75.0,95.0,77.2,Pass,QC003,LOT20250820075,25
QC20250820513,WO20250820347,PRINTER_EP982,2025-08-20,10:26:17,Incoming,Dimension Check,1.0,1.0,1.0,Conditional Pass,QC005,LOT20250820077,15
QC20250820514,WO20250820106,PRINTER_HP088,2025-08-20,10:45:03,In-Process,Chip Function,1.0,1.0,0.0,Fail,QC002,LOT20250820093,25
QC20250820515,WO20250820256,PRINTER_HP888,2025-08-20,14:09:34,In-Process,Chip Function,1.0,1.0,1.0,Pass,QC005,LOT20250820007,15
QC20250820516,WO20250820457,PRINTER_LX794,2025-08-20,09:02:34,Incoming,Ink Volume,8.5,9.5,8.41,Fail,QC004,LOT20250820036,10
QC20250820517,WO20250820167,PRINTER_BR470,2025-08-20,08:08:40,Outgoing,Dimension Check,1.0,1.0,0.0,Fail,QC004,LOT20250820010,15
QC20250820518,WO20250820475,PRINTER_BR375,2025-08-20,17:27:42,Final,Dimension Check,1.0,1.0,1.0,Pass,QC004,LOT20250820044,25
QC20250820519,WO20250820176,PRINTER_LX584,2025-08-20,13:23:01,Final,Temperature Resistance,1.0,1.0,0.0,Fail,QC004,LOT20250820018,25
QC20250820520,WO20250820364,PRINTER_HP454,2025-08-20,09:19:32,Final,Page Yield,450.0,500.0,419.0,Fail,QC005,LOT20250820045,10
QC20250820521,WO20250820354,PRINTER_EP135,2025-08-20,13:09:51,Incoming,Dimension Check,1.0,1.0,0.0,Fail,QC001,LOT20250820051,15
QC20250820522,WO20250820050,PRINTER_HP625,2025-08-20,10:05:19,Final,Dimension Check,1.0,1.0,1.0,Pass,QC003,LOT20250820020,5
QC20250820523,WO20250820412,PRINTER_CN042,2025-08-20,10:30:40,Outgoing,Durability,1.0,1.0,1.0,Pass,QC001,LOT20250820066,25
QC20250820524,WO20250820073,PRINTER_EP974,2025-08-20,08:12:52,Final,Chip Function,1.0,1.0,0.0,Fail,QC001,LOT20250820022,15
QC20250820525,WO20250820450,PRINTER_EP010,2025-08-20,10:37:12,Outgoing,Chip Function,1.0,1.0,1.0,Pass,QC001,LOT20250820074,15
QC20250820526,WO20250820047,PRINTER_CN817,2025-08-20,09:52:35,Incoming,Temperature Resistance,1.0,1.0,0.0,Fail,QC005,LOT20250820041,25
QC20250820527,WO20250820291,PRINTER_HP725,2025-08-20,08:18:59,Outgoing,Durability,1.0,1.0,1.0,Pass,QC006,LOT20250820031,10
QC20250820528,WO20250820167,PRINTER_EP417,2025-08-20,08:05:35,Incoming,Ink Volume,8.5,9.5,8.01,Fail,QC006,LOT20250820030,15
QC20250820529,WO20250820411,PRINTER_LX728,2025-08-20,13:30:04,In-Process,Chip Function,1.0,1.0,1.0,Pass,QC004,LOT20250820055,25
QC20250820530,WO20250820213,PRINTER_HP191,2025-08-20,15:15:18,In-Process,Ink Volume,8.5,9.5,9.42,Pass,QC002,LOT20250820080,5
QC20250820531,WO20250820453,PRINTER_CN515,2025-08-20,09:14:02,Incoming,Page Yield,450.0,500.0,478.0,Pass,QC002,LOT20250820080,25
QC20250820532,WO20250820487,PRINTER_LX052,2025-08-20,16:34:41,Incoming,Durability,1.0,1.0,1.0,Pass,QC003,LOT20250820047,10
